対局日,期,棋戦,備考,ブロック,回戦,局,先手の勝敗,先手,後手,後手の勝敗,千日手,放送日
2024-06-03,74,NHK杯,本戦,,1,13,●,山崎隆之,藤本渚,○,,2024-06-30
2024-06-03,74,NHK杯,本戦,,1,14,●,三浦弘行,徳田拳士,○,,2024-07-07
2024-06-04,37,竜王戦,4組 残決,,,,○,飯塚祐紀,北浜健介,●,,
2024-06-04,37,竜王戦,6組 昇決,,,,●,塚田泰明,木下浩一,○,,
2024-06-04,37,竜王戦,6組 昇決,,,,●,松本佳介,富岡英作,○,,
2024-06-04,37,竜王戦,6組 昇決,,,,○,齊藤裕也,島本亮,●,,
2024-06-04,37,竜王戦,6組 昇決,,,,○,増田裕司,神崎健二,●,,
2024-06-04,37,竜王戦,6組 昇決,,,,●,今泉健司,古賀悠聖,○,,
2024-06-04,74,王将戦,一次予選,,,,●,本田奎,屋敷伸之,○,,
2024-06-04,,青流戦,,,,,●,貫島永州,立石径,○,,
2024-06-04,,青流戦,,,,,●,立石径,井田明宏,○,,
2024-06-05,37,竜王戦,5組 昇決,,,,●,阿部隆,出口若武,○,,
2024-06-05,37,竜王戦,6組 昇決,,,,●,森下卓,大平武洋,○,,
2024-06-05,37,竜王戦,6組 昇決,,,,□,堀口一史座,中村亮介,■,,
2024-06-05,37,竜王戦,6組 昇決,,,,○,小山直希,神谷広志,●,,
2024-06-05,37,竜王戦,6組 昇決,,,,●,近藤正和,田中悠一,○,,
2024-06-05,37,竜王戦,6組 昇決,,,,●,脇謙二,西田拓也,○,,
2024-06-05,37,竜王戦,6組 昇決,,,,●,畠山成幸,宮嶋健太,○,,
2024-06-05,37,竜王戦,6組 昇決,,,,○,横山友紀,有森浩三,●,,
2024-06-05,,王座戦,挑決トーナメント,,,,○,広瀬章人,豊島将之,●,,
2024-06-05,74,王将戦,一次予選,,,,●,横山泰明,藤本渚,○,,
2024-06-05,74,王将戦,一次予選,,,,○,岡部怜央,伊藤匠,●,,
2024-06-05,74,王将戦,一次予選,,,,●,飯島栄治,杉本和陽,○,千日手,
2024-06-05,,青流戦,,,,,○,小山怜央,谷合廣紀,●,,
2024-06-06,,棋聖戦,第1局,,,,●,山崎隆之,藤井聡太,○,,
2024-06-06,74,王将戦,一次予選,,,,○,三枚堂達也,千田翔太,●,,
2024-06-06,74,王将戦,一次予選,,,,○,梶浦宏孝,井出隼平,●,,
2024-06-06,,青流戦,,,,,○,高坂直矢,北村啓太郎,●,,
2024-06-06,32,銀河戦,本戦トーナメント,A,9,,○,阿久津主税,木村一基,●,,2024-08-13
2024-06-06,32,銀河戦,本戦トーナメント,A,10,,○,阿久津主税,佐藤天彦,●,,2024-09-10
2024-06-08,,棋王戦,予選,,,,●,高野智史,杉本和陽,○,,
2024-06-08,,青流戦,,,,,○,是枝直樹,太田啓介,●,,
2024-06-08,,青流戦,,,,,●,高橋佑二郎,是枝直樹,○,,
2024-06-10,,王座戦,挑決トーナメント,,,,○,羽生善治,糸谷哲郎,●,,
2024-06-11,83,順位戦,C級1組,,1,,●,野月浩貴,中村修,○,,
2024-06-11,83,順位戦,C級1組,,1,,○,飯島栄治,西尾明,●,,
2024-06-11,83,順位戦,C級1組,,1,,○,片上大輔,都成竜馬,●,,
2024-06-11,83,順位戦,C級1組,,1,,○,三枚堂達也,金井恒太,●,,
2024-06-11,83,順位戦,C級1組,,1,,○,古森悠太,宮田敦史,●,,
2024-06-11,83,順位戦,C級1組,,1,,○,先崎学,窪田義行,●,,
2024-06-11,83,順位戦,C級1組,,1,,●,飯塚祐紀,佐藤和俊,○,,
2024-06-11,83,順位戦,C級1組,,1,,○,畠山鎮,阿部健治郎,●,,
2024-06-11,83,順位戦,C級1組,,1,,●,阿部隆,宮本広志,○,,
2024-06-11,83,順位戦,C級1組,,1,,●,黒田尭之,井上慶太,○,,
2024-06-11,83,順位戦,C級1組,,1,,○,出口若武,高田明浩,●,,
2024-06-11,83,順位戦,C級1組,,1,,○,斎藤明日斗,村田顕弘,●,,
2024-06-11,83,順位戦,C級1組,,1,,○,藤本渚,西田拓也,●,,
2024-06-11,83,順位戦,C級1組,,1,,○,門倉啓太,船江恒平,●,,
2024-06-11,83,順位戦,C級1組,,1,,●,千葉幸生,阪口悟,○,,
2024-06-11,83,順位戦,C級1組,,1,,○,冨田誠也,真田圭一,●,,
2024-06-11,83,順位戦,C級1組,,1,,○,畠山成幸,北島忠雄,●,,
2024-06-12,37,竜王戦,6組 昇決,,,,●,島朗,所司和晴,○,,
2024-06-12,83,順位戦,B級2組,,1,,●,木村一基,郷田真隆,○,,
2024-06-12,83,順位戦,B級2組,,1,,○,伊藤匠,横山泰明,●,,
2024-06-12,83,順位戦,B級2組,,1,,○,青嶋未来,中川大輔,●,,
2024-06-12,83,順位戦,B級2組,,1,,○,阿久津主税,深浦康市,●,,
2024-06-12,83,順位戦,B級2組,,1,,○,渡辺和史,行方尚史,●,,
2024-06-12,83,順位戦,B級2組,,1,,●,鈴木大介,及川拓馬,○,,
2024-06-12,83,順位戦,B級2組,,1,,●,佐々木慎,藤井猛,○,,
2024-06-12,83,順位戦,B級2組,,1,,○,谷川浩司,高崎一生,●,,
2024-06-12,83,順位戦,B級2組,,1,,●,丸山忠久,服部慎一郎,○,,
2024-06-12,83,順位戦,B級2組,,1,,●,北浜健介,古賀悠聖,○,,
2024-06-12,83,順位戦,B級2組,,1,,○,戸辺誠,村山慈明,●,,
2024-06-12,83,順位戦,B級2組,,1,,●,久保利明,屋敷伸之,○,,
2024-06-12,83,順位戦,B級2組,,1,,●,松尾歩,杉本昌隆,○,,
2024-06-13,37,竜王戦,6組 昇決,,,,●,青野照市,泉正樹,○,,
2024-06-13,83,順位戦,C級2組,,1,,○,田中悠一,日浦市郎,●,,
2024-06-13,83,順位戦,C級2組,,1,,○,藤森哲也,村中秀史,●,,
2024-06-13,83,順位戦,C級2組,,1,,○,小山直希,高野智史,●,,
2024-06-13,83,順位戦,C級2組,,1,,●,森下卓,佐々木大地,○,,
2024-06-13,83,順位戦,C級2組,,1,,●,黒沢怜生,長谷部浩平,○,,
2024-06-13,83,順位戦,C級2組,,1,,□,平藤眞吾,中村亮介,■,,
2024-06-13,83,順位戦,C級2組,,1,,○,阿部光瑠,井出隼平,●,,
2024-06-13,83,順位戦,C級2組,,1,,●,瀬川晶司,杉本和陽,○,,
2024-06-13,83,順位戦,C級2組,,1,,●,谷合廣紀,佐藤秀司,○,,
2024-06-13,83,順位戦,C級2組,,1,,●,牧野光則,小林裕士,○,,
2024-06-13,83,順位戦,C級2組,,1,,●,渡辺大夢,石川優太,○,,
2024-06-13,83,順位戦,C級2組,,1,,●,高橋道雄,宮嶋健太,○,,
2024-06-13,83,順位戦,C級2組,,1,,●,徳田拳士,八代弥,○,,
2024-06-13,83,順位戦,C級2組,,1,,○,池永天志,山川泰熙,●,,
2024-06-13,83,順位戦,C級2組,,1,,○,佐藤慎一,上野裕寿,●,,
2024-06-13,83,順位戦,C級2組,,1,,●,森本才跳,上村亘,○,,
2024-06-13,83,順位戦,C級2組,,1,,○,岡部怜央,齊藤裕也,●,,
2024-06-13,74,王将戦,一次予選,,,,○,西田拓也,山崎隆之,●,,
2024-06-13,,棋聖戦,一次予選,,,,●,豊川孝弘,中田功,○,,
2024-06-14,37,竜王戦,6組 昇決,,,,○,山本博志,高野秀行,●,,
2024-06-14,37,竜王戦,6組 昇決,,,,●,中田功,柵木幹太,○,,
2024-06-14,37,竜王戦,6組 昇決,,,,○,長岡裕也,豊川孝弘,●,,
2024-06-14,83,順位戦,A級,,1,,●,永瀬拓矢,佐藤天彦,○,,
2024-06-14,,新人戦,,,,,○,藤本渚,井田明宏,●,,
2024-06-14,32,銀河戦,本戦トーナメント,E,9,,●,羽生善治,梶浦宏孝,○,,2024-08-27
2024-06-14,32,銀河戦,本戦トーナメント,E,10,,●,稲葉陽,梶浦宏孝,○,,2024-09-24
2024-06-17,,棋聖戦,第2局,,,,○,藤井聡太,山崎隆之,●,,
2024-06-17,74,NHK杯,本戦,,1,15,○,近藤誠也,齊藤裕也,●,,2024-07-14
2024-06-17,74,NHK杯,本戦,,1,16,●,久保利明,長谷部浩平,○,,2024-07-21
2024-06-18,37,竜王戦,6組 昇決,,2,,○,岡部怜央,室岡克彦,●,,
2024-06-18,37,竜王戦,6組 昇決,,,,○,森本才跳,福崎文吾,●,,
2024-06-18,83,順位戦,A級,,1,,○,増田康宏,菅井竜也,●,,
2024-06-18,,棋聖戦,一次予選,,,,○,井出隼平,日浦市郎,●,,
2024-06-18,,棋聖戦,一次予選,,2,,○,谷合廣紀,高野智史,●,,
2024-06-18,,棋聖戦,一次予選,,,,○,谷合廣紀,井出隼平,●,,
2024-06-18,,棋聖戦,一次予選,,,,●,池永天志,竹内雄悟,○,,
2024-06-18,,棋聖戦,一次予選,,,,○,上野裕寿,島本亮,●,,
2024-06-18,,棋聖戦,一次予選,,,,○,上野裕寿,竹内雄悟,●,,
2024-06-18,,棋聖戦,一次予選,,,,○,都成竜馬,阪口悟,●,,
2024-06-18,,棋聖戦,一次予選,,,,○,村田顕弘,都成竜馬,●,,
2024-06-19,37,竜王戦,4組 昇決,,,,○,飯島栄治,宮田敦史,●,,
2024-06-19,37,竜王戦,4組 残決,,,,●,中座真,野月浩貴,○,,
2024-06-19,37,竜王戦,5組 昇決,,,,●,門倉啓太,千葉幸生,○,,
2024-06-19,37,竜王戦,6組 昇決,,,,●,岡崎洋,田中悠一,○,,
2024-06-19,37,竜王戦,6組 昇決,,,,○,徳田拳士,平藤眞吾,●,,
2024-06-19,83,順位戦,A級,,1,,○,佐々木勇気,豊島将之,●,,
2024-06-19,83,順位戦,A級,,1,,○,千田翔太,稲葉陽,●,,
2024-06-19,,青流戦,,,,,●,山城正樹,桐山大翔,○,,
2024-06-19,,青流戦,,,,,○,吉池隆真三段,桐山大翔,●,,
2024-06-19,,青流戦,,,,,●,片山史龍,廣森航汰,○,,
2024-06-19,,青流戦,,,,,●,廣森航汰,小山直希,○,,
2024-06-20,9,叡王戦,五番勝負,,,5,●,藤井聡太,伊藤匠,○,,
2024-06-20,83,順位戦,B級1組,,,,●,佐藤康光,羽生善治,○,,
2024-06-20,83,順位戦,B級1組,,,,●,糸谷哲郎,高見泰地,○,,
2024-06-20,83,順位戦,B級1組,,,,●,大石直嗣,近藤誠也,○,,
2024-06-20,83,順位戦,B級1組,,,,○,山崎隆之,三浦弘行,●,,
2024-06-20,83,順位戦,B級1組,,,,○,広瀬章人,斎藤慎太郎,●,,
2024-06-20,83,順位戦,B級1組,,,,○,澤田真吾,大橋貴洸,●,千日手,
2024-06-20,83,順位戦,C級2組,,1,,○,島朗,田村康介,●,,
2024-06-20,83,順位戦,C級2組,,1,,●,石田直裕,佐藤紳哉,○,,
2024-06-20,83,順位戦,C級2組,,1,,○,伊藤真吾,安用寺孝功,●,,
2024-06-20,83,順位戦,C級2組,,1,,●,高野秀行,梶浦宏孝,○,,
2024-06-20,83,順位戦,C級2組,,1,,○,星野良生,本田奎,●,,
2024-06-20,83,順位戦,C級2組,,1,,●,井田明宏,高橋佑二郎,○,,
2024-06-20,83,順位戦,C級2組,,1,,○,狩山幹生,今泉健司,●,,
2024-06-20,83,順位戦,C級2組,,1,,●,西川和宏,山本博志,○,,
2024-06-20,83,順位戦,C級2組,,1,,○,長岡裕也,横山友紀,●,,
2024-06-20,83,順位戦,C級2組,,1,,○,折田翔吾,遠山雄亮,●,,
2024-06-21,37,竜王戦,3組 昇決,,,,●,鈴木大介,佐々木慎,○,,
2024-06-21,37,竜王戦,6組 昇決,,,,●,牧野光則,冨田誠也,○,,
2024-06-21,83,順位戦,A級,,1,,●,渡辺明,中村太地,○,,
2024-06-21,,棋聖戦,一次予選,,,,○,杉本和陽,塚田泰明,●,,
2024-06-21,,棋聖戦,一次予選,,,,●,村中秀史,阿部健治郎,○,,
2024-06-21,,棋聖戦,一次予選,,,,○,杉本和陽,阿部健治郎,●,,
2024-06-21,,新人戦,,,,,○,服部慎一郎,齊藤裕也,●,,
2024-06-24,,新人戦,,,,,○,廣森航汰,宮田大暉,●,,
2024-06-25,37,竜王戦,決勝トーナメント,,,,○,渡辺和史,藤本渚,●,,
2024-06-25,37,竜王戦,6組 昇決,,,,○,横山友紀,森本才跳,●,,
2024-06-25,,棋王戦,挑決トーナメント,,,,○,中村太地,稲葉陽,●,,
2024-06-25,,棋王戦,挑決トーナメント,,,,●,大橋貴洸,羽生善治,○,,
2024-06-25,,棋王戦,挑決トーナメント,,,,●,山崎隆之,澤田真吾,○,,
2024-06-25,,棋聖戦,一次予選,,,,○,近藤正和,野月浩貴,●,,
2024-06-25,,棋聖戦,一次予選,,,,●,星野良生,小山怜央,○,,
2024-06-25,,棋聖戦,一次予選,,,,○,小山怜央,近藤正和,●,,
2024-06-25,32,銀河戦,本戦トーナメント,C,9,,●,狩山幹生,横山泰明,○,,2024-08-20
2024-06-25,32,銀河戦,本戦トーナメント,C,10,,○,横山泰明,糸谷哲郎,●,,2024-09-17
2024-06-26,37,竜王戦,4組 昇決,,,,○,村山慈明,戸辺誠,●,,
2024-06-26,37,竜王戦,6組 昇決,,,,○,宮嶋健太,古賀悠聖,●,,
2024-06-26,37,竜王戦,6組 昇決,,,,●,長岡裕也,増田裕司,○,,
2024-06-26,37,竜王戦,6組 昇決,,,,○,浦野真彦,堀口一史座,●,,
2024-06-26,,棋王戦,挑決トーナメント,,,,●,木村一基,増田康宏,○,,
2024-06-26,74,王将戦,二次予選,,2,,●,杉本和陽,高田明浩,○,,
2024-06-26,,青流戦,,,,,●,鳥巣友希,上野裕寿,○,,
2024-06-27,37,竜王戦,5組 昇決,,,,○,出口若武,長谷部浩平,●,,
2024-06-27,,棋王戦,挑決トーナメント,,,,○,狩山幹生,永瀬拓矢,●,持将棋,
2024-06-27,74,王将戦,二次予選,,,,●,谷川浩司,服部慎一郎,○,,
2024-06-27,,棋聖戦,一次予選,,,,●,梶浦宏孝,岡部怜央,○,,
2024-06-27,,棋聖戦,一次予選,,,,○,伊藤真吾,黒沢怜生,●,,
2024-06-27,,棋聖戦,一次予選,,,,●,伊藤真吾,岡部怜央,○,千日手,
2024-06-27,,新人戦,,,,,○,川村悠人,小山直希,●,,
2024-06-28,37,竜王戦,決勝トーナメント,,,,○,高野智史,渡辺和史,●,,
2024-06-28,37,竜王戦,5組 昇決,,,,●,田村康介,村田智弘,○,,
2024-06-28,37,竜王戦,6組 昇決,,,,●,齊藤裕也,西田拓也,○,,
2024-06-28,,棋王戦,挑決トーナメント,,,,○,三浦弘行,屋敷伸之,●,,
2024-06-28,,棋王戦,挑決トーナメント,,,,○,渡辺明,都成竜馬,●,,
2024-06-28,,棋聖戦,一次予選,,,,□,佐藤紳哉,中村亮介,■,,
2024-06-28,,棋聖戦,一次予選,,,,○,飯島栄治,佐藤紳哉,●,,
2024-06-28,32,銀河戦,本戦トーナメント,G,9,,●,松尾歩,山崎隆之,○,,2024-09-03
2024-06-28,32,銀河戦,本戦トーナメント,G,10,,○,佐々木勇気,山崎隆之,●,,2024-10-01
2024-06-29,,JT杯,,,,,●,伊藤匠,稲葉陽,○,,
2024-06-30,,朝日杯,一次予選,,,,○,小山直希,金内辰明,●,,
2024-06-30,,朝日杯,一次予選,,,,●,国井大彰,山川泰熙,○,,
2024-06-30,,朝日杯,一次予選,,,,●,竹内俊弘,小山怜央,○,,
2024-06-30,,朝日杯,一次予選,,,,○,高橋佑二郎,古屋皓介,●,,
2024-06-30,,朝日杯,一次予選,,,,○,柵木幹太,渡辺俊雄,●,,
2024-06-30,,朝日杯,一次予選,,,,○,上野裕寿,横山大樹,●,千日手,
2024-06-30,,朝日杯,一次予選,,,,●,森本才跳,竹下貴重,○,,
2024-06-30,,朝日杯,一次予選,,,,○,藤本渚,慶田義法,●,,
2024-06-30,,朝日杯,一次予選,,,,●,藤原結樹,宮嶋健太,○,,
2024-07-01,,棋聖戦,第3局,,,,●,山崎隆之,藤井聡太,○,,
2024-07-01,37,竜王戦,4組 昇決,,,,○,村田顕弘,谷川浩司,●,,
2024-07-01,37,竜王戦,6組 昇決,,,,○,岡部怜央,泉正樹,●,,
2024-07-01,74,王将戦,二次予選,,,,○,梶浦宏孝,屋敷伸之,●,,
2024-07-01,,朝日杯,一次予選,,,,○,神崎健二,山本真也,●,,
2024-07-01,,朝日杯,一次予選,,,,○,折田翔吾,神崎健二,●,,
2024-07-01,74,NHK杯,本戦,,1,17,●,西尾明,佐藤康光,○,,2024-07-28
2024-07-01,74,NHK杯,本戦,,1,18,○,糸谷哲郎,深浦康市,●,,2024-08-04
2024-07-02,10,叡王戦,予選,,,,●,石井健太郎,村中秀史,○,,
2024-07-02,10,叡王戦,予選,,,,●,村中秀史,三枚堂達也,○,,
2024-07-02,10,叡王戦,予選,,,,○,高田明浩,宮本広志,●,,
2024-07-02,10,叡王戦,予選,,,,○,高田明浩,古森悠太,●,,
2024-07-02,,朝日杯,一次予選,,,,●,北島忠雄,伊藤真吾,○,,
2024-07-02,,朝日杯,一次予選,,,,○,長沼洋,増田裕司,●,,
2024-07-02,,朝日杯,一次予選,,,,●,都成竜馬,長沼洋,○,,
2024-07-02,32,銀河戦,本戦トーナメント,A,11,,○,阿久津主税,斎藤慎太郎,●,,2024-10-08
2024-07-03,37,竜王戦,6組 昇決,,,,●,所司和晴,大平武洋,○,,
2024-07-03,,朝日杯,一次予選,,,,●,勝又清和,田村康介,○,,
2024-07-03,,朝日杯,一次予選,,,,○,阿部健治郎,田村康介,●,,
2024-07-03,,朝日杯,一次予選,,,,○,渡辺大夢,近藤正和,●,,
2024-07-03,,朝日杯,一次予選,,,,●,松尾歩,渡辺大夢,○,,
2024-07-03,,朝日杯,一次予選,,,,○,青嶋未来,門倉啓太,●,,
2024-07-03,,朝日杯,一次予選,,,,○,戸辺誠,野月浩貴,●,,
2024-07-03,,朝日杯,一次予選,,,,●,高崎一生,高野智史,○,,
2024-07-03,,朝日杯,一次予選,,,,●,斎藤明日斗,黒沢怜生,○,,
2024-07-03,,朝日杯,一次予選,,,,●,窪田義行,飯塚祐紀,○,,
2024-07-03,,朝日杯,一次予選,,,,●,佐藤慎一,佐藤和俊,○,,
2024-07-03,,朝日杯,一次予選,,,,○,阿部隆,平藤眞吾,●,,
2024-07-03,,朝日杯,一次予選,,,,●,畠山成幸,冨田誠也,○,,
2024-07-03,,朝日杯,一次予選,,,,○,豊川孝弘,浦野真彦,●,,
2024-07-03,,朝日杯,一次予選,,,,○,黒田尭之,豊川孝弘,●,,
2024-07-04,37,竜王戦,決勝トーナメント,,,,○,池永天志,郷田真隆,●,,
2024-07-04,37,竜王戦,6組 昇決,,,,●,小山直希,富岡英作,○,,
2024-07-04,37,竜王戦,6組 昇決,,,,○,山本博志,木下浩一,●,,
2024-07-04,10,叡王戦,予選,,,,●,神谷広志,佐々木勇気,○,,
2024-07-04,10,叡王戦,予選,,,,○,行方尚史,藤井猛,●,,
2024-07-04,10,叡王戦,予選,,,,○,大橋貴洸,豊川孝弘,●,,
2024-07-04,10,叡王戦,予選,,,,○,大橋貴洸,大石直嗣,●,,
2024-07-04,,王座戦,挑決トーナメント,,,,●,広瀬章人,羽生善治,○,,
2024-07-04,,棋王戦,挑決トーナメント,,,,●,横山泰明,高見泰地,○,,
2024-07-04,,棋王戦,挑決トーナメント,,,,●,佐藤天彦,近藤誠也,○,,
2024-07-04,,朝日杯,一次予選,,,,●,阿部光瑠,西山朋佳,○,,
2024-07-04,,朝日杯,一次予選,,,,○,佐々木大地,西山朋佳,●,,
2024-07-04,,朝日杯,一次予選,,,,●,藤森哲也,佐藤秀司,○,,
2024-07-04,,朝日杯,一次予選,,3,,○,佐藤秀司,千葉幸生,●,,
2024-07-04,,朝日杯,一次予選,,3,,○,中村修,中川大輔,●,,
2024-07-04,,朝日杯,一次予選,,3,,●,小倉久史,遠山雄亮,○,,
2024-07-04,,朝日杯,一次予選,,3,,●,森下卓,遠山雄亮,○,,
2024-07-04,,朝日杯,一次予選,,3,,●,徳田拳士,古賀悠聖,○,,
2024-07-04,,朝日杯,一次予選,,3,,●,長岡裕也,横山友紀,○,千日手,
2024-07-04,,新人戦,,,,,●,岡部怜央,上野裕寿,○,,
2024-07-04,,青流戦,,,,,●,齊藤裕也,森本才跳,○,,
2024-07-04,,青流戦,,,,,○,森本才跳,井田明宏,●,,
2024-07-04,32,銀河戦,本戦トーナメント,B,10,,○,中村太地,伊藤匠,●,,2024-09-12
2024-07-04,32,銀河戦,本戦トーナメント,E,11,,●,梶浦宏孝,丸山忠久,○,,2024-10-22
2024-07-05,37,竜王戦,決勝トーナメント,,,,○,斎藤慎太郎,高野智史,●,,
2024-07-05,10,叡王戦,予選,,,,○,福崎文吾,井上慶太,●,,
2024-07-05,10,叡王戦,予選,,,,●,福崎文吾,久保利明,○,,
2024-07-05,,王座戦,挑決トーナメント,,,,○,永瀬拓矢,鈴木大介,●,,
2024-07-05,,棋王戦,挑決トーナメント,,,,○,佐藤康光,杉本和陽,●,,
2024-07-05,,棋聖戦,一次予選,,,,○,渡辺正和,瀬川晶司,●,,
2024-07-05,,棋聖戦,一次予選,,,,●,宮田敦史,渡辺正和,○,,
2024-07-05,,朝日杯,一次予選,,,,●,南芳一,藤原直哉,○,,
2024-07-05,,朝日杯,一次予選,,,,●,藤原直哉,山崎隆之,○,,
2024-07-05,,朝日杯,一次予選,,,,○,竹内雄悟,中田功,●,,
2024-07-05,,朝日杯,一次予選,,,,●,竹内雄悟,船江恒平,○,,
2024-07-05,,朝日杯,一次予選,,,,■,有森浩三,加藤桃子,□,,
2024-07-05,,朝日杯,一次予選,,,,○,出口若武,加藤桃子,●,,
2024-07-05,,朝日杯,一次予選,,,,●,矢倉規広,福間香奈,○,,
2024-07-05,,朝日杯,一次予選,,,,○,福間香奈,安用寺孝功,●,,
2024-07-05,32,銀河戦,本戦トーナメント,D,10,,○,澤田真吾,屋敷伸之,●,,2024-09-19
2024-07-05,32,銀河戦,本戦トーナメント,D,11,,○,澤田真吾,菅井竜也,●,,2024-10-17
2024-07-06,,朝日杯,一次予選,,,,●,久保田貴洋,齊藤裕也,○,,
2024-07-06,,朝日杯,一次予選,,,,●,齊藤裕也,服部慎一郎,○,,
2024-07-06,,王位戦,第1局,,,,●,渡辺明,藤井聡太,○,千日手,
2024-07-08,10,叡王戦,予選,,,,●,藤原直哉,安用寺孝功,○,,
2024-07-08,,朝日杯,一次予選,,,,●,脇謙二,牧野光則,○,,
2024-07-08,,青流戦,,,,,○,狩山幹生,高坂直矢,●,,
2024-07-08,,青流戦,,,,,●,山下数毅,徳田拳士,○,,
2024-07-08,,青流戦,,,,,○,狩山幹生,徳田拳士,●,,
2024-07-09,83,順位戦,C級1組,,2,,●,中村修,斎藤明日斗,○,,
2024-07-09,83,順位戦,C級1組,,2,,○,宮田敦史,先崎学,●,,
2024-07-09,83,順位戦,C級1組,,2,,○,西田拓也,飯塚祐紀,●,,
